ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,WQI,OCI,TSI,CCI,PLI
0.6791943927126478,0.6114517856349615,0.4894378346630077,0.6238990231377967,0.5775384975702264,0.3584838738743866,0.7266172101839813,0.8856228841714817,0.6544923294135118,0,0.5597789468237644,0.8061200471777314,0.5719650820382598,0.6426849102973348,0.6956868016265015
0.755692233453728,0.4008108924579817,0.3983189174943006,0.4304255864201448,0.4184477414878535,0.4364233407614717,0.3457193675756699,0.1108544560449082,0.5230107697922326,0,0.5102472255307995,0.22828691181028904,0.4606648436432666,0.3981975651612227,0.3199092613176355
0.4096192808483315,0.4464681511805591,0.6412549906854071,0.5581008433993551,0.47474199536328,0.1748615148604732,0.1708080504805902,0.3706822929605314,0.1631686139367817,0,0.4043309086178599,0.2707451717205608,0.40221180231109444,0.4012169630810751,0.4678417105743888
0.8673268615706888,0.8247925301643958,0.6412781978024553,0.554077172862474,0.7026908452530437,0.1819220416061934,0.4692888952626191,0.7072099453251073,0.1900684325208701,0,0.5765042303230999,0.5882494202938632,0.4156733151616627,0.5753523044593789,0.654659321146875
0.710671482780995,0.5417367556922932,0.3011667294407939,0.1767308663026638,0.3952191018679788,0.6054049651071778,0.3903277524684717,0.4600178611142684,0.6005063314263024,0,0.47200660401470385,0.42517280679137004,0.45083653043354815,0.3207592402130381,0.3439892764283037
0.9616766285920592,0.6928549416893768,0.5676237116690412,0.7540809045548347,0.7380078047364981,0.8033963189126418,0.6984458351741443,0.5640662639661206,0.5931775936318835,0,0.8142904141990084,0.6312560495701325,0.5804006526504624,0.7301781814884922,0.6853849910858177
0.5848738777593352,0.3021710016934773,0.7248058123090546,0.5588467518599519,0.4745582021647655,0.4962404578325171,0.5688080701600825,0.6407387521567792,0.4249903322009872,0,0.5286298224041424,0.6047734111584309,0.5748980722550209,0.5340710080615999,0.5580479020604989
0.5611177325100611,0.2463590505521495,0.4152781597886243,0.0543372582712379,0.3238731349917209,0.3239953551015985,0.5877872416557187,0.6493630300118496,0.3735713608320778,0,0.31583087021865464,0.6185751358337841,0.39442476031035106,0.3219992116395592,0.3425244744249361
0.484906460995102,0.4364625278259006,0.9190838234897806,0.8247305465800908,0.6034064396775415,0.6988491179548335,0.3446949864740842,0.5991524756100208,0.594551632949828,0,0.652973141301892,0.47192373104205254,0.7568177282198043,0.5909439909105721,0.6757631539558844
0.7645051633755949,0.9877629460056162,0.5350693254148541,0.4762624422357977,0.7186410339704441,0.6128719502430403,0.4470076339729428,0.5581799869294359,0.6247835176746454,0,0.6430701474562193,0.5025938104511893,0.5799264215447497,0.5473037033930616,0.5843611543785593
0.5859008295741073,0.6122318558555503,0.57091283576803,0.1600608917053549,0.5056277161483709,0.5949970972158583,0.3983766734373047,0.4600061641439394,0.1633089350075088,0,0.46164663366092284,0.42919141879062206,0.36711088538776937,0.35468842709701015,0.37523159066588835
0.5157775949678094,0.3196629524364386,0.6907836498112055,0.3424543121093867,0.4211535231139442,0.7142133700744338,0.696032983795282,0.6214930445912227,0.445746758723848,0,0.4983997000663935,0.6587630141932523,0.5682652042675268,0.48654693967287094,0.4617002932715179
0.3914891531878975,0.145280377063861,0.3822492112511931,0.879375192690452,0.4804585889756372,0.6015604252462307,0.3290010911330679,0.3935142232054707,0.7010386498032591,0,0.5882208400250544,0.3612576571692693,0.5416439305272261,0.5629449575997191,0.5844493349571867
0.5013949247192084,0.5126515278578141,0.471398382129388,0.7021212073734086,0.4642539580078298,0.4694218937048528,0.5307744180886108,0.653297477098512,0.7903478036851956,0,0.5342979959513249,0.5920359475935615,0.6308730929072919,0.5657165278232831,0.6065575474932502
0.1986073797458921,0.5706356416512033,0.7467350498949225,0.7163446677574146,0.6698303263624583,0.532616165739825,0.4701863874017316,0.0914307912776592,0.5489704843652067,0,0.5293496349013975,0.2808085893396954,0.6478527671300646,0.6187871271738682,0.4925352617991774
0.5671968761593719,0.5813939912426392,0.3355472699294475,0.3598366865915571,0.5144141896886416,0.3115679452832406,0.1443855853545648,0.5590935958262293,0.7637461001397937,0,0.43825392443070277,0.35173959059039706,0.5496466850346207,0.3395454872115879,0.4777814907021427
0.8879867312578779,0.0,0.4963962085695753,0.6369665371040243,0.4101845225815765,0.4687485641949866,0.4195055403278694,0.4932919919238796,0.7562542986406463,0,0.6009715887846163,0.4563987661258745,0.6263252536051108,0.4888855333378234,0.5134810172031602
0.5901523785215556,0.7423186570763267,0.7271345923254244,0.4687117166756011,0.6806120300735006,0.4665231707835113,0.2729834090531578,0.2524603534747154,0.3058633983011822,0,0.5514998240135421,0.2627218812639366,0.5164989953133033,0.47410238526741977,0.46726136674127233
0.3634251206027564,0.4695089411900648,0.4353481609291663,0.3682822598641569,0.4650707924267916,0.5325330101302922,0.3129475215723415,0.3062959692462797,0.4819330086004929,0,0.4323277957559992,0.30962174540931064,0.4586405847648296,0.3821001912877633,0.379883007179076
0.2179985385296843,0.4185830704318664,0.5511018856052925,0.3014691851541237,0.3365169330124716,0.5660462464178376,0.2059355766654258,0.5824091225918805,0.3779873973356133,0,0.3555077257785293,0.39417234962865316,0.46454464147045293,0.2813072316106737,0.4067984135861586
0.7729522027755539,0.5116831756762513,0.5495601147398065,0.3746642303276558,0.4795033464586375,0.4330216916420202,0.6178256783703564,0.092549886779905,0.5821220052562536,0,0.5150353678009669,0.35518778257513073,0.56584105999803,0.4906644183855499,0.31557248785539943
0.3847454032272986,0.48800353436747,0.3685407195883148,0.6155214312266972,0.4407012836762207,0.2960642614694495,0.2694225860223516,0.4234513592365893,0.6084365044101229,0,0.4342580948999165,0.34643697262947043,0.48848861199921884,0.44188176697508985,0.4932246913798357
0.5636773848467431,0.7653972730528984,0.6419689919893643,0.4646288300205584,0.6765295884865775,0.2892166902910163,0.3199625506636581,0.4978783009071065,0.7860035850224963,0,0.49851312341122384,0.4089204257853823,0.7139862885059303,0.48704032305693135,0.5463455731380807
0.5447459872968489,0.5814743457968032,0.2313087056075022,0.1639026462163196,0.4370649681184906,0.4203971439321308,0.4413587810768914,0.7388081473046723,0.3141949574817363,0,0.3915276863909474,0.5900834641907818,0.27275183154461924,0.34744213180390054,0.44659192054649416
0.9126168760439504,0.3518983093240678,0.3482360269759165,0.3056219186460584,0.4089767265803291,0.2709765762758556,0.2644583509077775,0.637709323540911,0.5051298692660743,0,0.47454802438654836,0.45108383722434425,0.4266829481209954,0.32635233204472164,0.4507693229224328
0.7226482847629391,0.521667037291918,0.4785608372734733,0.2217623077632133,0.4448111964435786,0.4504103357465534,0.4681053734691907,0.2914752748029532,0.4164045743741145,0,0.4599080311790711,0.37979032413607194,0.4474827058237939,0.37822629255866086,0.31934959300324833
0.5150156392001777,0.1723203346551458,0.4410155433984699,0.2276411198413004,0.3432978360826001,0.7636762512203101,0.3115928906017159,0.5612413912970532,0.4439394792794457,0,0.46240771158609706,0.43641714094938455,0.4424775113389578,0.2941772821752055,0.37739344907365124
0.7611153046522225,0.5946163318014959,0.261657936840959,0.5179318222324595,0.5192310687140067,0.7231675786261361,0.7176897221915308,0.2881198609171831,0.4563922641932054,0,0.6303614435562063,0.502904791554357,0.3590251005170822,0.5849508710459991,0.44176091728788314
0.9005598617962948,0.405824053702394,0.48414212338793,0.4872961224444955,0.5214037349868365,0.5653727449908602,0.618427407617598,0.136407245330914,0.4967975569594534,0,0.6186581160546217,0.37741732647425597,0.49046984017369166,0.54237575501631,0.3817023675874153
0.699322730709704,0.763150968964052,0.6419534179206905,0.6524808704609031,0.6618071741541063,0.6202882918014795,0.0388221789144823,0.1912652669588356,0.4910790392828613,0,0.6584747667815481,0.11504372293665896,0.5665162286017759,0.4510367411764972,0.5018511038579483
0.3519420971229165,0.458963610617162,0.5414426744965684,0.5178511651600067,0.4686665665631993,0.4517690818342109,0.1617717601195947,0.875258171873691,0.6145781446308677,0,0.4475572276700833,0.5185149659966428,0.578010409563718,0.3827631639476003,0.6205919678656323
0.244086033052845,0.731925225947181,0.7178623291819618,0.4877539440582146,0.5485223350442568,0.1504249914720016,0.2402726896261857,0.4707279404319781,0.4821208277636986,0,0.3576968259068295,0.35550031502908186,0.5999915784728302,0.4255163229095524,0.5023347398448165
0.5750988243313915,0.3931396109990182,0.5558999551751578,0.3396811749531212,0.5516184464938405,0.6643406127303005,0.6629992799003934,0.3261887279750434,0.418833511890287,0,0.5326847646271634,0.4945940039377184,0.4873667335327224,0.5180996337824517,0.405829449807335
0.5651270943554512,0.4133954556182544,0.1448724916002402,0.0795329448292079,0.3077261499771043,0.5021238461845796,0.248330019484818,0.7687869719820175,0.4778492024395426,0,0.36362750883658573,0.5085584957334177,0.3113608470198914,0.2118630380970434,0.38534868892944324
0.4720822724141928,0.0832717786103652,0.4317353169221637,0.5002396438861716,0.3844027269262819,0.787358427820585,0.4855649714964952,0.4044557159458986,0.8200182958212457,0,0.5360207677618078,0.44501034372119685,0.6258768063717047,0.45673578076964955,0.42969936225278405
0.2054618492639229,0.2591923016179154,0.5122488825388569,0.465607290479873,0.3380935030843059,0.2345425095509616,0.2434904534890618,0.6533324583875452,0.4488133646217071,0,0.31092628809476586,0.44841145593830345,0.48053112358028205,0.3490637490177469,0.48567775065057467
0.225976324548142,0.2902622647734343,0.8490868171900845,0.4480715283235159,0.4747952688692616,0.5897820040836781,0.5123487284948697,0.3214838293859857,0.4251199743863302,0,0.4346562814561494,0.4169162789404277,0.6371033957882073,0.4784051752292157,0.4147835421929211
0.4955341793906475,0.3728439218571729,0.5446950513256325,0.3294294314026204,0.4343187749841283,0.6119997388142034,0.6052846837313414,0.4025585665112821,0.0999379821076582,0,0.4678205311478999,0.5039216251213117,0.3223165167166453,0.45634429670603005,0.38876892429934357
0.5805495795725456,0.6313907439949872,0.712416978791208,0.8548439743187467,0.6457745337080301,0.4974157953783043,0.2036478078289815,0.5360951477497538,0.3884403839451293,0,0.6446459707444067,0.36987147778936763,0.5504286813681687,0.5680887719519195,0.6789045519255102
0.589643082247276,0.551867630265939,0.2085468815554355,0.425223154632997,0.4229292133127473,0.6709121274940731,0.3442720607408021,0.6675710275848482,0.4511418214665903,0,0.5271768944217734,0.5059215441628251,0.3298443515110129,0.3974748095621821,0.5052411318435309
0.4483569257167072,0.8936790054440964,0.6078541694174519,0.5713676343657508,0.6686397805909654,0.6930290739121998,0.3844009291796846,0.68302090408893,0.2664557751874983,0,0.5953483536464058,0.5337109166343073,0.4371549723024751,0.5414694480454669,0.6410094396818821
0.4896502151229315,0.101566586040279,0.5302408931523661,0.2489589983042762,0.2713459928897168,0.8244973100717378,0.2502266822242027,0.8253694046572886,0.5505901049205892,0,0.45861312909716556,0.5377980434407457,0.5404154990364777,0.2568438911393986,0.4485581319504272
0.5259009680898787,0.7235199563209742,0.6054044957405955,0.6016012977923051,0.5556204259538342,0.5850157296355246,0.4734017346270203,0.4828487009887405,0.7228359466228639,0,0.5670346053678856,0.4781252178078804,0.6641202211817296,0.5435411527910532,0.5466901415782933
0.8372247100734433,0.5152718851621062,0.4770732607384481,0.4628143227498537,0.483249674963892,0.5076045839470144,0.5898088984839661,0.4202721860516204,0.3592648014194967,0,0.5727233229335508,0.5050405422677933,0.4181690310789724,0.511957632065904,0.45544539458845534
0.7191432305605132,0.5607811071019673,0.6380826208701987,0.4021402696399135,0.6473622489259526,0.6771047380014353,0.4562229637527613,0.2285654275722668,0.1620569773880135,0,0.6114376217819537,0.34239419566251406,0.4000697991291061,0.5019084941062092,0.426022648712711
