ph,Chloramines,Sulfate,Conductivity,Organic_carbon,Potability
0.6791943927126478,0.6238990231377967,0.5775384975702264,0.3584838738743866,0.7266172101839813,0
0.755692233453728,0.4304255864201448,0.4184477414878535,0.4364233407614717,0.3457193675756699,0
0.4096192808483315,0.5581008433993551,0.47474199536328,0.1748615148604732,0.1708080504805902,0
0.8673268615706888,0.554077172862474,0.7026908452530437,0.1819220416061934,0.4692888952626191,0
0.710671482780995,0.1767308663026638,0.3952191018679788,0.6054049651071778,0.3903277524684717,0
0.9616766285920592,0.7540809045548347,0.7380078047364981,0.8033963189126418,0.6984458351741443,0
0.5848738777593352,0.5588467518599519,0.4745582021647655,0.4962404578325171,0.5688080701600825,0
0.5611177325100611,0.0543372582712379,0.3238731349917209,0.3239953551015985,0.5877872416557187,0
0.484906460995102,0.8247305465800908,0.6034064396775415,0.6988491179548335,0.3446949864740842,0
0.7645051633755949,0.4762624422357977,0.7186410339704441,0.6128719502430403,0.4470076339729428,0
0.5859008295741073,0.1600608917053549,0.5056277161483709,0.5949970972158583,0.3983766734373047,0
0.5157775949678094,0.3424543121093867,0.4211535231139442,0.7142133700744338,0.696032983795282,0
0.3914891531878975,0.879375192690452,0.4804585889756372,0.6015604252462307,0.3290010911330679,0
0.5013949247192084,0.7021212073734086,0.4642539580078298,0.4694218937048528,0.5307744180886108,0
0.1986073797458921,0.7163446677574146,0.6698303263624583,0.532616165739825,0.4701863874017316,0
0.5671968761593719,0.3598366865915571,0.5144141896886416,0.3115679452832406,0.1443855853545648,0
0.8879867312578779,0.6369665371040243,0.4101845225815765,0.4687485641949866,0.4195055403278694,0
0.5901523785215556,0.4687117166756011,0.6806120300735006,0.4665231707835113,0.2729834090531578,0
0.3634251206027564,0.3682822598641569,0.4650707924267916,0.5325330101302922,0.3129475215723415,0
0.2179985385296843,0.3014691851541237,0.3365169330124716,0.5660462464178376,0.2059355766654258,0
0.7729522027755539,0.3746642303276558,0.4795033464586375,0.4330216916420202,0.6178256783703564,0
0.3847454032272986,0.6155214312266972,0.4407012836762207,0.2960642614694495,0.2694225860223516,0
0.5636773848467431,0.4646288300205584,0.6765295884865775,0.2892166902910163,0.3199625506636581,0
0.5447459872968489,0.1639026462163196,0.4370649681184906,0.4203971439321308,0.4413587810768914,0
0.9126168760439504,0.3056219186460584,0.4089767265803291,0.2709765762758556,0.2644583509077775,0
0.7226482847629391,0.2217623077632133,0.4448111964435786,0.4504103357465534,0.4681053734691907,0
0.5150156392001777,0.2276411198413004,0.3432978360826001,0.7636762512203101,0.3115928906017159,0
0.7611153046522225,0.5179318222324595,0.5192310687140067,0.7231675786261361,0.7176897221915308,0
0.9005598617962948,0.4872961224444955,0.5214037349868365,0.5653727449908602,0.618427407617598,0
0.699322730709704,0.6524808704609031,0.6618071741541063,0.6202882918014795,0.0388221789144823,0
0.3519420971229165,0.5178511651600067,0.4686665665631993,0.4517690818342109,0.1617717601195947,0
0.244086033052845,0.4877539440582146,0.5485223350442568,0.1504249914720016,0.2402726896261857,0
0.5750988243313915,0.3396811749531212,0.5516184464938405,0.6643406127303005,0.6629992799003934,0
0.5651270943554512,0.0795329448292079,0.3077261499771043,0.5021238461845796,0.248330019484818,0
0.4720822724141928,0.5002396438861716,0.3844027269262819,0.787358427820585,0.4855649714964952,0
0.2054618492639229,0.465607290479873,0.3380935030843059,0.2345425095509616,0.2434904534890618,0
0.225976324548142,0.4480715283235159,0.4747952688692616,0.5897820040836781,0.5123487284948697,0
0.4955341793906475,0.3294294314026204,0.4343187749841283,0.6119997388142034,0.6052846837313414,0
0.5805495795725456,0.8548439743187467,0.6457745337080301,0.4974157953783043,0.2036478078289815,0
0.589643082247276,0.425223154632997,0.4229292133127473,0.6709121274940731,0.3442720607408021,0
0.4483569257167072,0.5713676343657508,0.6686397805909654,0.6930290739121998,0.3844009291796846,0
0.4896502151229315,0.2489589983042762,0.2713459928897168,0.8244973100717378,0.2502266822242027,0
0.5259009680898787,0.6016012977923051,0.5556204259538342,0.5850157296355246,0.4734017346270203,0
0.8372247100734433,0.4628143227498537,0.483249674963892,0.5076045839470144,0.5898088984839661,0
0.7191432305605132,0.4021402696399135,0.6473622489259526,0.6771047380014353,0.4562229637527613,0
0.7492370865170388,0.4357683920378962,0.6342563352555981,0.8575839470848047,0.599759575323309,0
0.5446973907907938,0.2960237953058902,0.3985316394498627,0.7751380803505653,0.2255232909182516,0
0.4645459519424317,0.5635144062117377,0.4834314755561553,0.76832846787376,0.5826257722478377,0
0.5569793844811177,0.3837739513681892,0.5268378060232851,0.291474484258784,0.2960748015516421,0
0.4001714700731261,0.6402804651581748,0.3179493473701057,0.5316076933310597,0.5285739013848876,0
0.5695753536261053,0.3864124233097544,0.3491390708112984,0.4808271635918645,0.4611734668573526,0
0.7641411359310049,0.5812720935118363,0.4534497736684675,0.4998131122665614,0.2712921640934169,0
0.2800570628034342,0.538486782728763,0.3744505947983458,0.3279958245579877,0.4520572393470742,0
0.6998518126863332,0.5502786893660354,0.4125360066076461,0.6045907089231349,0.915419725220861,0
0.6963400877706503,0.6509441244711446,0.5842116747119721,0.5175691293614885,0.6517318158576106,0
0.732626016768973,0.6104293614911812,0.5486882191374205,0.3164293101935971,0.1450982578893376,0
0.4603315795695928,0.4171880129779924,0.5470622931758675,0.0981107639436908,0.5162037223522425,0
0.6893754064506731,0.1045021371653701,0.4116652628923508,0.5810981707509707,0.6586716513770312,0
0.6357030895925182,0.5271828203420914,0.5418654557266219,0.5405738718280901,0.041431845509287,0
0.6208503294821658,0.6657760546236196,0.8145815493429528,0.3055802479681255,0.6739712151401677,0
0.1929872426015297,0.6891837698340219,0.551232981930852,0.3377404310903417,0.7139809771964936,0
0.5674313780584168,0.7452937864685102,0.5837951059192807,0.1969407524077717,0.6553679632157152,0
0.8562895122696368,0.2828393915346135,0.5946105447542316,0.446693496884354,0.598950638389335,0
0.5372085111836185,0.5001192367116828,0.4091281679090953,0.3117565835204814,0.7248075577213553,0
0.7022889866658033,0.5936125946016051,0.6196609032763722,0.5115466836947863,0.6064361053053362,0
0.8756740654489225,0.7329864366221708,0.6205694436358103,0.4021392502641027,0.0700585070335804,0
0.5859042596645331,0.8230338898803421,0.5959623923939703,0.3582665887432487,0.3448545054720658,0
0.5006129046564733,0.3863501932933649,0.4746875660329964,0.6212932011409164,0.621326434229006,0
0.5141719647740212,0.072701820587327,0.1829647483797093,0.5240184345421036,0.550972846243348,0
0.355331682307413,0.5039505008920527,0.452408681879293,0.6631309587600085,0.7197490021192777,0
0.540676073236813,0.2219159765697259,0.3019721474730782,0.5278751149441915,0.7235264672685887,0
0.6457396873812442,0.8255030177157817,0.7228356790454448,0.6033088135183396,0.3551367424233549,0
0.4583762958038312,0.6329975705905311,0.654587351450306,0.3513738453539664,0.8186479098537849,0
0.4745624324858093,0.5050963721115393,0.4496566498281263,0.546935073272058,0.7783154874367108,0
0.4568984358156117,0.5503291840817932,0.4037904716938874,0.2786549713468544,0.3872930416151073,0
0.6607293023341434,0.7449756502989137,0.5011497330436454,0.4333421014337191,0.5881596957360883,0
0.8020750999613118,0.3375796683233865,0.4762408765076212,0.5139781613867369,0.4886360548251183,0
0.664498382886468,0.5219761540118975,0.5342355490655196,0.7184879623963885,0.5995686320575887,0
0.6342512345848991,0.6065029014615757,0.5139968900770299,0.5940488308554421,0.5913244283923808,0
0.3486235318425212,0.3925653657007649,0.4234242568388678,0.4098165392473442,0.7043950686870488,0
0.4711115531938555,0.3373709066502054,0.4721155700743805,0.7366665801383729,0.5190089688510112,0
0.8224800856155657,0.6610373242195218,0.5856457851713841,0.3361515564285359,0.5389197012497945,0
0.8088088108833865,0.4789119948363717,0.496759133911663,0.4780190756462155,0.6288022427934257,0
0.6117980513518454,0.8593842286398851,0.5832560054163008,0.4854862869448247,0.2892962649682858,0
0.4280776671742116,0.4284638172085319,0.3737787788907782,0.2485645586450573,0.3538326540696004,0
0.5078617614585411,0.1694771796622407,0.3509126971421666,0.117035815461595,0.2509898180945064,0
0.332384071228498,0.7413022832220028,0.4590341172178864,0.8555333766277378,0.3924072414323333,0
0.5401221225901005,0.5270837091375706,0.5204360951700986,0.3433871567244621,0.2380565182170014,0
0.6209294358156681,0.4005721884770905,0.5210048819158202,0.6001963640625082,0.5030780981062885,0
0.7394008721663909,0.6866203041541766,0.6152756000503903,0.3960310316898147,0.3070111497436544,0
0.471169023144063,0.6438005731879204,0.4801992419405819,0.6200152282958656,0.4961134347714844,0
0.4633175867116936,0.5687227054750669,0.3089260587500452,0.4732325363515007,0.6158250978596236,0
0.579685821326239,0.629842445860351,0.6717286684806248,0.4745599197998358,0.633865976042005,0
0.7111684441267457,0.48420544383157,0.5619543722868163,0.2403177183906228,0.6838969736752113,0
0.6630598333565969,0.3385648034991674,0.2738249200656462,0.6349018725913689,0.3670505003611746,0
0.6769209582922944,0.4169196714114137,0.544107961526445,0.4388025054066757,0.5953258504693244,0
0.6312719115009046,0.2128228959856455,0.3584874973311676,0.6782294120252913,0.5654770222058442,0
0.2957979359131148,0.7392669351486193,0.378441336931831,0.5170820534087477,0.6636406132764164,0
0.5730458588504459,0.5845008456969045,0.5234227411491604,0.8374045367867358,0.4524920971820705,0
0.53620667391506,0.3003984473437661,0.3759779745453943,0.6265070213522367,0.3415332706839699,0
0.4634370876628336,0.7224779318983051,0.5502534518889833,0.3099651931131283,0.220668705595068,0
0.5011190026752783,0.5761222908821151,0.5396480057621775,0.6070321034409949,0.3879695404880114,0
0.3839438933524118,0.7288370329320887,0.6581562821160148,0.8411242969244975,0.3864505938961309,0
0.5265658941824722,0.5039231515294793,0.4036761213597903,0.1949861208936459,0.7326742816194085,0
0.4386108755949229,0.3223604656573363,0.3151558863203191,0.7470887747174793,0.3720657731606316,0
0.416467420277683,0.4246697541471129,0.382746629674174,0.1570592532229634,0.4695972987422679,0
0.6276078274347434,0.56101792285926,0.5140506361806473,0.3761155927151811,0.2062111170193178,0
0.5850806844005297,0.2731663096537586,0.4415298643960376,0.4826571158237032,0.5930320248424061,0
0.7781922132063582,0.1565264981721727,0.2875514462705524,0.6613719709260795,0.4298140218486379,0
0.2257091009915621,0.575862292883187,0.5593983807109566,0.5009253726724767,0.835004600896657,0
0.832308142055085,0.0217954507507709,0.3740335060953348,0.4938218605698957,0.7682562500928308,0
0.2658331629396036,0.2794322311113393,0.2527533571407313,0.5402796041555133,0.7343365782253563,0
0.4476926295569284,0.2702118111489187,0.4356341033725632,0.2798001982919929,0.4436100387424694,0
0.6843624443761622,0.4373643759053643,0.4380672388488243,0.6472258749228311,0.4248437862194064,0
0.6376340491170469,0.5146662714854308,0.2420954960892538,0.4570954071640482,0.6149500302154947,0
0.6427654104184652,0.4830785012693984,0.6905790453817204,0.4967824512169441,0.4670497740040958,0
0.8478237271989697,0.5431937625818757,0.5097742870741758,0.700555769490828,0.7499860710342615,0
0.4988081743209275,0.7380288835504677,0.674930135562392,0.2725332404295844,0.4087532979944077,0
0.4377982785597851,0.4369693383553776,0.5628303041213158,0.5854652709461163,0.5273466073445293,0
0.3820031859967416,0.397101231139655,0.3856598471072927,0.6568173128786129,0.5370337437088863,0
0.557797615262577,0.0555976066287934,0.2457041622253618,0.4419532533103525,0.4251708295780586,0
0.7343267931688481,0.2733853590128935,0.5607774083658514,0.6057706061116,0.5188113350739482,0
0.5111901459380853,0.5169312593884479,0.367747241038284,0.3839958368805935,0.4830538878036893,0
0.621873524468939,0.5748498568974424,0.3245395812640847,0.8731291574555927,0.7443165820384824,0
0.8378485902206997,0.3745883872109034,0.5595411033935037,0.4530325094662852,0.4560355429187038,0
0.7468493344890945,0.5197170685578589,0.4872756857615281,0.3656364238585978,0.5744894398929257,0
0.3614471561444794,0.9002161616022964,0.6568802531148785,0.6924938525695917,0.7175294725623674,0
0.7066099591221799,0.4109677824158057,0.6696791862411491,0.8587661631151366,0.457676337766856,0
0.6166616674597488,0.2833592705437838,0.3711569769488949,0.5948220632722211,0.5823728774446834,0
0.2970761942702811,0.2260741462816935,0.3791124649637551,0.5054690867136908,0.6874765913356271,0
0.5471924773932968,0.4245711710236632,0.4627546990594468,0.5953611409868665,0.5962772046999684,0
0.5121672063485009,0.3668610598176243,0.4238603567357835,0.4626641159929609,0.5869545994094878,0
0.2202754266806418,0.3198506439385124,0.4861255401643648,0.1985477204106463,0.6731287473643016,0
0.3336646542624759,0.6317963572975307,0.5557655495249448,0.4710635649208626,0.3147710879704324,0
0.5923852327536921,0.4244723242330878,0.516753627690673,0.712267189651997,0.6534501905276653,0
0.3247050834437704,0.3505989617967213,0.6512952976771735,0.464996641010993,0.6240612648322372,0
0.7841459161162095,0.1394535894682108,0.4973926045565867,0.668749031385148,0.3306640057597972,0
0.6292169210589892,0.5158983873033818,0.4698094341280874,0.3316931066085612,0.6360132210829303,0
0.7866780002158463,0.3804833206767098,0.5727297406747575,0.3245898115243789,0.6105571848427142,0
0.4823403684443949,0.358966725400552,0.3379792772495243,0.6434555059487452,0.289711259876448,0
0.5080500691142869,0.6309843244442848,0.7789859875693156,0.332337921472925,0.5434743402387787,0
0.5251426933888649,0.7131454218115764,0.5287461306057031,0.4069364497432966,0.4747789345874502,0
0.7905059707187571,0.8010536511676907,0.4199710398073117,0.867207363839738,0.1822524160195302,1
0.7490454435557751,0.6184110117894033,0.3844677409694076,0.5533685161532562,0.5236231954693216,1
0.5295792376378233,0.8083723465213297,0.0,0.3877354920312037,0.33875219258284,1
0.5664754173623946,0.5756146934278019,0.3400088112024346,0.2526627899884083,0.5104792598920389,1
0.6142071647046847,0.3974877028761726,0.6329364120832777,0.4768151223967026,0.2851344653706583,1
0.6798080650542387,0.7220889935158562,0.376513977066325,0.3484140854690847,0.7417212747533276,1
0.4607063171022321,0.7259385247275615,0.4128224692476074,0.479519304084875,0.4337137160313767,1
0.3338255669599225,0.5473961076882622,0.3116164312030452,0.6206476158001557,0.5649585731394179,1
0.511614511500821,0.1943858070374046,0.8350429822755138,0.443650770773125,0.3572304561736359,1
0.6270377526458515,0.4882811233666856,0.5904089948593858,0.3502840773627308,0.5268284321081643,1
0.3709241208268895,0.5189417623256404,0.462596488488097,0.4149244496164044,0.6902607384797126,1
