ph,Hardness,Chloramines,Sulfate,Potability
8.316765884214679,214.37339408562252,8.05933237743854,356.88613564305666,0
9.092223456290965,181.10150923612525,6.546599974207941,310.13573752420444,0
5.584086638456089,188.3133237696164,7.54486878877965,326.6783629116736,0
10.223862164528772,248.07173527013992,7.5134084658313025,393.66339551509645,0
8.635848718500734,203.36152258457057,4.563008685599703,303.3097711592812,0
11.180284470721592,227.23146923797455,9.077200016914391,404.0416346840899,0
7.360640105838258,165.52079725952862,7.550700906704114,326.62435345560164,0
7.119824384264552,156.70499334039215,3.60603609050572,282.3440504739606,0
6.347271760539316,186.73288066057617,9.629596276480584,364.4876872467604,0
9.181560007151536,273.81380665980095,6.904989726470096,398.3505168222779,0
7.371050302429531,214.49661045715655,4.432669290372123,335.75443859606526,0
6.660212026118103,168.28374685651832,5.858769130547582,310.93085831787846,0
5.400301780729467,140.7390622511396,10.056852484033495,328.3582406986835,0
6.514415093251676,198.7673512594561,8.67093691991312,323.5963490101317,0
3.4450618643852127,207.92626018799376,8.782147480773485,384.0070058017211,0
7.181448580829175,209.62560053629045,5.994678646449973,338.3364310774872,0
10.43329098280438,117.79122955039698,8.161504810728331,307.70750861182404,0
7.414148196336244,235.04453448737107,6.8459520238449025,387.1753164773568,0
5.115817063771218,191.95274297485884,6.060712994989327,323.8363839136296,0
3.641629777473381,183.90872226182697,5.538314133481364,286.0595560492713,0
9.267187530763549,198.61439471909597,6.110612421393192,328.07753320146935,0
5.331940479018537,194.87406544579952,7.993829562375316,316.67516182816695,0
7.145771545218821,238.68992851166007,6.81402870120907,385.9756504867898,0
6.953864225511059,209.6382929790206,4.462707246137983,315.60659440039234,0
10.68296642580598,173.3754983501208,5.570783575394459,307.35258576592696,0
8.757257397440991,200.19140044205727,4.915101054543186,317.88290049783706,0
6.652488090855707,145.0101719190834,4.961066380191502,288.0521917368515,0
9.14719705533692,211.71414177764137,7.2307947693374,339.7519188007938,0
10.560744636218196,181.8933655615535,6.991259996238134,340.39037835517297,0
8.520806572970303,238.3351124555097,8.282808464509609,381.6493228718946,0
4.999413810796919,190.28705014936028,7.230164126862036,324.8930378422557,0
3.9060783549561697,233.4028350124758,6.9948396173050975,348.3594482139767,0
7.261550522070718,179.88978823788457,5.837086492837437,349.26927130145657,0
7.16046723080874,183.0893100379288,3.8030364235979857,277.5990986210596,0
6.21727313516034,130.94446388846563,7.0924629553053675,300.13127199830365,0
3.514545528745279,158.73207576140192,6.821679099461131,286.5228468169785,0
3.72250048593372,163.63974692058176,6.6845702741913415,326.69401786030267,0
6.455004797496717,176.68397277687006,5.756930038692856,314.79959828380953,0
7.316804753880919,217.5228619622912,9.86504750268218,376.93797230566565,0
7.408985466924612,204.96174981089473,6.505923138805981,311.4526625117488,0
5.976769618087598,258.9527320159533,7.648599331443458,383.6571521070967,0
6.395359131671062,133.8342291043793,5.1277468613272,266.9084282807846,0
6.762832521891738,232.0751765558761,7.884990657868601,350.4452926972019,0
9.91871706385417,199.18125107339057,6.799841410225563,329.17842902607634,0
8.721726710620581,206.36968238478397,6.325442403664851,377.40453818519927,0
9.026787719511631,253.21707417098452,6.588374366182638,373.5532353383944,0
6.953371603389549,203.1465467521772,5.495737654707861,304.2831932144039,0
6.140877556947864,197.87608974936683,7.587196417947506,329.23185293501894,0
7.077874006530455,220.67053960676589,6.181839616382845,341.98723407838395,0
5.488314309012512,135.80236170060937,8.18741579072919,280.6032866703198,0
7.205559174588729,120.32761534360888,6.202469332114029,289.7686965533282,0
9.177869865892433,163.2748282557015,7.726040434165082,320.4214321786778,0
4.270716194733736,166.83770854028538,7.391510138420656,297.20673916830356,0
8.526169869777789,175.61283632174326,7.483708837987377,308.39851553828527,0
8.490571562027739,204.12364839335785,8.27079293672615,358.84711499708465,0
8.858401531200467,254.61751866421665,7.954015627092478,348.40819490164074,0
6.09815652147278,189.995845993418,6.4430978778694525,347.9304004157372,0
8.41997068212899,185.71898879367,3.998265840980654,308.1426388528513,0
7.875895135481787,226.28478781681216,7.303126583151656,346.4032581373675,0
7.725332908074757,252.26549119785653,8.38676100823379,426.5435897565111,0
3.388090610523891,212.0289444657202,8.569781529733312,349.15599871275197,0
7.183825723393187,261.85079976925243,9.008495193731893,358.7247021216808,0
10.111976704648654,240.4321002291383,5.392651282023056,361.90292619839744,0
6.877456932576713,136.87921387078754,7.091521514260433,307.3970883038859,0
8.550875469289338,231.2487868055436,7.822528490547928,369.264222748674,0
10.308477656813704,217.2197464316332,8.912266340684624,369.5312063532323,0
7.371085073209565,207.71682442123483,9.616330436939966,362.3001800484017,0
6.506487766502467,202.28593794959164,6.201982767323312,326.66236831259846,0
6.643935774662305,151.8896001137799,3.749625148300965,240.93672213751188,0
5.033773989751668,155.32147750080298,7.121477448104934,320.1154970205283,0
6.91260756198984,155.7404952352641,4.916302562031351,275.9082278598395,0
7.977635990880497,245.89513040867456,9.63563608296433,399.5831549217664,0
6.078335836509272,197.50191189847263,8.130472208247298,379.5277062923906,0
6.242414484103846,191.90872954929208,7.130436799595529,319.3067850802741,0
6.063354789891076,160.76731128492577,7.484103646670236,305.82855327870027,0
8.129585513966727,177.89896662548156,9.00600774687328,334.4385388035782,0
9.56240594378952,202.01364260009225,5.820655207859319,327.1188240167457,0
8.167792632308252,200.91375467195093,7.262416638654269,344.16113431571995,0
7.861177700998561,204.27424109989397,7.923315374812149,338.2138034436881,0
4.965773559644967,220.84863863404016,6.250578031106523,311.5981359666635,0
6.207432967614718,192.93702709690675,5.819022939611381,325.90656176552847,0
9.76925100608684,264.2656542791372,8.349709766709022,359.26854259335056,0
