ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.6791943927126478,0.6114517856349615,0.4894378346630077,0.6238990231377967,0.5775384975702264,0.3584838738743866,0.7266172101839813,0.8856228841714817,0.6544923294135118,0
0.755692233453728,0.40081089245798174,0.3983189174943006,0.43042558642014483,0.4184477414878535,0.43642334076147177,0.34571936757566996,0.11085445604490825,0.5230107697922326,0
0.40961928084833155,0.4464681511805591,0.6412549906854071,0.5581008433993551,0.47474199536328,0.1748615148604732,0.17080805048059022,0.37068229296053146,0.16316861393678178,0
0.8673268615706888,0.8247925301643958,0.6412781978024553,0.554077172862474,0.7026908452530437,0.18192204160619346,0.46928889526261913,0.7072099453251073,0.1900684325208701,0
0.710671482780995,0.5417367556922932,0.3011667294407939,0.17673086630266385,0.3952191018679788,0.6054049651071778,0.39032775246847173,0.4600178611142684,0.6005063314263024,0
0.9616766285920592,0.6928549416893768,0.5676237116690412,0.7540809045548347,0.7380078047364981,0.8033963189126418,0.6984458351741443,0.5640662639661206,0.5931775936318835,0
0.5848738777593352,0.3021710016934773,0.7248058123090546,0.5588467518599519,0.4745582021647655,0.49624045783251713,0.5688080701600825,0.6407387521567792,0.42499033220098725,0
0.5611177325100611,0.24635905055214954,0.41527815978862437,0.054337258271237976,0.32387313499172093,0.3239953551015985,0.5877872416557187,0.6493630300118496,0.37357136083207787,0
0.48490646099510204,0.43646252782590067,0.9190838234897806,0.8247305465800908,0.6034064396775415,0.6988491179548335,0.34469498647408425,0.5991524756100208,0.594551632949828,0
0.7645051633755949,0.9877629460056162,0.5350693254148541,0.4762624422357977,0.7186410339704441,0.6128719502430403,0.44700763397294285,0.5581799869294359,0.6247835176746454,0
0.5859008295741073,0.6122318558555503,0.57091283576803,0.16006089170535492,0.5056277161483709,0.5949970972158583,0.39837667343730476,0.46000616414393947,0.16330893500750887,0
0.5157775949678094,0.3196629524364386,0.6907836498112055,0.3424543121093867,0.4211535231139442,0.7142133700744338,0.696032983795282,0.6214930445912227,0.44574675872384806,0
0.39148915318789757,0.145280377063861,0.38224921125119316,0.879375192690452,0.48045858897563726,0.6015604252462307,0.3290010911330679,0.39351422320547075,0.7010386498032591,0
0.5013949247192084,0.5126515278578141,0.471398382129388,0.7021212073734086,0.46425395800782987,0.4694218937048528,0.5307744180886108,0.653297477098512,0.7903478036851956,0
0.19860737974589215,0.5706356416512033,0.7467350498949225,0.7163446677574146,0.6698303263624583,0.532616165739825,0.47018638740173163,0.09143079127765927,0.5489704843652067,0
0.5671968761593719,0.5813939912426392,0.33554726992944756,0.35983668659155715,0.5144141896886416,0.31156794528324067,0.1443855853545648,0.5590935958262293,0.7637461001397937,0
0.8879867312578779,0.0,0.49639620856957534,0.6369665371040243,0.41018452258157656,0.46874856419498667,0.4195055403278694,0.4932919919238796,0.7562542986406463,0
0.5901523785215556,0.7423186570763267,0.7271345923254244,0.46871171667560113,0.6806120300735006,0.46652317078351135,0.2729834090531578,0.25246035347471546,0.3058633983011822,0
0.3634251206027564,0.4695089411900648,0.43534816092916634,0.36828225986415697,0.4650707924267916,0.5325330101302922,0.31294752157234157,0.3062959692462797,0.4819330086004929,0
0.2179985385296843,0.4185830704318664,0.5511018856052925,0.30146918515412374,0.33651693301247165,0.5660462464178376,0.20593557666542586,0.5824091225918805,0.3779873973356133,0
0.7729522027755539,0.5116831756762513,0.5495601147398065,0.37466423032765583,0.4795033464586375,0.43302169164202026,0.6178256783703564,0.09254988677990506,0.5821220052562536,0
0.3847454032272986,0.48800353436747007,0.36854071958831486,0.6155214312266972,0.44070128367622075,0.2960642614694495,0.26942258602235164,0.4234513592365893,0.6084365044101229,0
0.5636773848467431,0.7653972730528984,0.6419689919893643,0.4646288300205584,0.6765295884865775,0.2892166902910163,0.3199625506636581,0.49787830090710655,0.7860035850224963,0
0.5447459872968489,0.5814743457968032,0.23130870560750222,0.16390264621631964,0.4370649681184906,0.42039714393213085,0.4413587810768914,0.7388081473046723,0.31419495748173637,0
0.9126168760439503,0.35189830932406785,0.34823602697591655,0.3056219186460584,0.40897672658032913,0.27097657627585564,0.2644583509077775,0.637709323540911,0.5051298692660743,0
0.7226482847629391,0.521667037291918,0.47856083727347337,0.22176230776321332,0.44481119644357864,0.4504103357465534,0.46810537346919073,0.29147527480295327,0.4164045743741145,0
0.5150156392001777,0.17232033465514585,0.4410155433984699,0.2276411198413004,0.34329783608260017,0.7636762512203101,0.31159289060171597,0.5612413912970532,0.44393947927944577,0
0.7611153046522225,0.5946163318014959,0.261657936840959,0.5179318222324595,0.5192310687140067,0.7231675786261361,0.7176897221915308,0.2881198609171831,0.45639226419320544,0
0.9005598617962948,0.40582405370239405,0.48414212338793006,0.4872961224444955,0.5214037349868365,0.5653727449908602,0.618427407617598,0.136407245330914,0.4967975569594534,0
0.699322730709704,0.763150968964052,0.6419534179206905,0.6524808704609031,0.6618071741541063,0.6202882918014795,0.03882217891448233,0.19126526695883567,0.49107903928286134,0
0.3519420971229165,0.45896361061716207,0.5414426744965684,0.5178511651600067,0.4686665665631993,0.4517690818342109,0.1617717601195947,0.875258171873691,0.6145781446308677,0
0.244086033052845,0.731925225947181,0.7178623291819618,0.48775394405821465,0.5485223350442568,0.15042499147200167,0.24027268962618578,0.4707279404319781,0.48212082776369863,0
0.5750988243313915,0.3931396109990182,0.5558999551751578,0.3396811749531212,0.5516184464938405,0.6643406127303005,0.6629992799003934,0.32618872797504345,0.418833511890287,0
0.5651270943554512,0.4133954556182544,0.14487249160024027,0.07953294482920795,0.3077261499771043,0.5021238461845796,0.24833001948481803,0.7687869719820175,0.47784920243954265,0
0.47208227241419287,0.08327177861036525,0.4317353169221637,0.5002396438861716,0.38440272692628197,0.787358427820585,0.48556497149649525,0.40445571594589863,0.8200182958212457,0
0.2054618492639229,0.25919230161791545,0.5122488825388569,0.465607290479873,0.3380935030843059,0.2345425095509616,0.24349045348906181,0.6533324583875452,0.4488133646217071,0
0.225976324548142,0.2902622647734343,0.8490868171900845,0.4480715283235159,0.4747952688692616,0.5897820040836781,0.5123487284948697,0.32148382938598574,0.42511997438633026,0
